mid_date,start_date,end_date,volume,elevation,alongshore_centroid_m,alongshore_start_m,alongshore_end_m,mop_centroid,mop_start,mop_end,width,height,vol_unc,month
2017-12-31,2017-10-05,2018-03-29,0.05946042582973744,3.0,784.7549910843372,784.7549910843372,784.9936245735735,716.0535,716.0535,716.0535,0.23863348923623562,0.25,0.010933844580877317,12
2017-12-31,2017-10-05,2018-03-29,0.3460611554703703,15.01533819802183,3519.6786891792926,3519.2331407265738,3520.4263036423363,745.0254667728834,745.025,745.026,1.1931629157625139,1.25,0.04990640044696981,12
2017-12-31,2017-10-05,2018-03-29,0.16708072894805812,7.500725284534702,3424.2070009968065,3423.9570958358236,3424.6624799137935,744.0307677073868,744.0305,744.031,0.7053840779699385,0.75,0.03308994698480772,12
2017-12-31,2017-10-05,2018-03-29,0.18734954162331624,4.028958502700157,3384.6218793904277,3384.3855492174625,3385.086673441343,743.0842554971973,743.084,743.0845,0.7011242238804698,0.75,0.06932339491093098,12
2017-12-31,2017-10-05,2018-03-29,0.2900618697685152,4.5411381171062075,3366.769102737769,3366.5796559611335,3367.2807801845483,743.0649548114293,743.06475,743.06525,0.7011242234148085,1.0,0.07061489652275416,12
2017-12-31,2017-10-05,2018-03-29,0.34220113946522956,9.233185748216707,3365.9865231971316,3365.6546744941734,3366.587044083979,743.0641087625428,743.06375,743.0645,0.932369589805603,1.25,0.05215227793393226,12
2017-12-31,2017-10-05,2018-03-29,0.9707437929434092,4.229905032728273,3364.548007283368,3363.8047115583904,3365.6620626160875,743.0625535790459,743.06175,743.0635,1.8573510576970875,1.25,0.08287183347399252,12
2017-12-31,2017-10-05,2018-03-29,0.687423199929073,9.406321269887226,3364.5089674550977,3363.8047115583904,3365.430817249231,743.0625113729807,743.06175,743.06325,1.6261056908406317,1.5,0.06895497355674463,12
2017-12-31,2017-10-05,2018-03-29,0.24149542067264576,5.48178946148837,3361.050764298937,3360.7985217878595,3361.4996460098773,743.0587727000707,743.0585,743.059,0.7011242220178246,0.75,0.03864828121015554,12
2017-12-31,2017-10-05,2018-03-29,0.36051506659666455,9.160586138455919,3357.7026980519963,3357.3298422046937,3358.2622117954306,743.0551530954781,743.05475,743.0555,0.9323695907369256,1.0,0.04654482939555821,12
2017-12-31,2017-10-05,2018-03-29,0.4061573009154331,18.535382918638106,3567.4161342372117,3567.198264454026,3567.9141626576893,745.0754782483667,745.07525,745.07575,0.715898203663528,0.75,0.05888665317568176,12
2017-12-31,2017-10-05,2018-03-29,0.24551573872418098,9.220989786801207,3357.211393658571,3357.0985968378372,3357.56847569393,743.0546219449521,743.0545,743.05475,0.4698788560926914,1.0,0.03535193988348714,12
