survey_date,survey_file,survey_path,event_date,event_id,days_before,event_volume,event_alongshore_start,event_alongshore_end
2018-09-21,20180921_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20180921_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-10-02,0,11,612.2803362468616,1430.3984521152452,1459.41785791656
2025-03-24,20250324_00590_00636_1320_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250324_00590_00636_1320_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-04-01,1,8,495.5353719153083,1508.0907120988704,1535.8068846999668
2018-09-10,20180910_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20180910_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-09-26,2,16,383.27270978915874,1447.433612935245,1466.7496750699356
2019-02-06,20190206_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190206_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-02-15,3,9,346.8311586687032,1375.5735085895285,1383.4953650617972
2020-08-05,20200805_00568_00636_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200805_00568_00636_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-08-20,4,15,272.56206689990853,1399.099034936633,1413.9863330298103
2017-04-11,20170411_00588_00621_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170411_00588_00621_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-04-20,5,9,249.04228467182836,1453.51371524157,1479.5885489736684
2018-11-27,20181127_00568_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181127_00568_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-04,6,7,229.1674309817348,1421.119060780853,1442.2346704690715
2025-06-16,20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-07-01,7,15,221.55250380760893,1741.2918322761543,1797.1649359972216
2018-07-31,20180731_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20180731_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-08-14,8,14,218.9129641702405,1612.5430572996847,1634.794493257068
2017-06-13,20170613_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170613_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-06-28,9,15,170.75112399325212,1474.5223783799447,1493.2296382002532
2019-03-08,20190308_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190308_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-03-15,10,7,157.51393432155265,1628.4765816666186,1642.980514686555
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,11,15,121.96159569391466,664.8296614550054,729.1154754217714
2019-11-18,20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-11-26,12,8,115.97182215076047,1337.0499041602015,1350.2841103142127
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,13,8,87.60767649893683,1441.705521507189,1488.5618086354807
2018-11-14,20181114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-11-21,14,7,83.57187143650762,1426.4855782547966,1467.8832570607774
2020-03-19,20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-04-08,15,20,81.77166903566224,1073.744871783536,1092.2240585153922
2025-06-02,20250602_00590_00636_1138_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250602_00590_00636_1138_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-06-16,16,14,81.59193273363141,1741.2918322761543,1787.7976077017374
2019-12-07,20191207_00568_00636_2221_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191207_00568_00636_2221_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-14,17,7,81.55773794240056,1636.283488937188,1659.5314351776617
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,18,8,79.94658374105113,1418.671653561294,1442.803152881097
2017-04-20,20170420_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170420_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-05-17,19,27,75.08786525219136,1462.844424191397,1473.1113370545208
2019-01-30,20190130_00568_00622_NoWaves_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190130_00568_00622_NoWaves_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-02-12,20,13,75.07573102310585,2084.9126061038114,2106.1351523138583
2019-11-18,20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-11-26,21,8,68.22066308393653,2039.0924429288136,2060.787390753161
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-19,22,12,66.84743264632944,1735.228408101946,1759.275230590254
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,23,8,64.90661053612675,1376.027401290834,1384.3274170402435
2017-05-17,20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-06-13,24,27,62.99162287001296,1072.2907292139716,1131.4938201825134
2019-06-24,20190624_00568_00636_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190624_00568_00636_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-07-02,25,8,62.91954765521557,1373.3621191978457,1378.3279746389017
2025-04-21,20250421_00590_00636_1047_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250421_00590_00636_1047_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-04-29,26,8,62.04590664931503,1735.7417599149048,1779.9237787430177
2019-11-22,20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-02,27,10,59.99752408954843,2169.039634356741,2183.1321009169333
2024-01-10,20240110_00567_00636_1419_NoWaves_TorreyDelMar_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240110_00567_00636_1419_NoWaves_TorreyDelMar_miniRanger_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-19,28,9,59.02589780852362,1385.978463468142,1392.995686637703
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-19,29,12,58.70312753562661,1014.1049088765868,1110.9989048009738
2019-12-15,20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-22,30,7,58.1568816585473,810.5018012463115,818.6629465608858
2019-01-23,20190123_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190123_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-30,31,7,57.134635978947735,1734.9808884044178,1758.2786226873286
2017-05-17,20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-06-13,32,27,54.23822994363571,1461.6733871595934,1480.4281751066446
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,33,15,52.58902415495637,349.19128717062995,374.8406010470353
2025-08-05,20250805_00590_00636_0024_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250805_00590_00636_0024_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-08-13,34,8,52.53001742534288,1798.4332264913246,1814.0884550060143
2019-06-17,20190617_00519_00636_NoWaves_Blacks_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190617_00519_00636_NoWaves_Blacks_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-06-24,35,7,51.24385194116668,1379.2426810474135,1383.4953650617972
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-09,36,20,50.91761110985655,1654.404295890592,1666.4620091635734
2019-12-15,20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191215_00568_00636_1626_NoWaves_TorreyDelMarIntensive_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-22,37,7,50.391194962584656,1442.2732031224295,1461.1047150320371
2017-07-28,20170728_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170728_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-08-11,38,14,49.38381820735354,1390.9057775437832,1399.9765104581602
2019-01-14,20190114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-23,39,9,48.37110704236736,1735.228408101946,1757.7803187766112
2018-12-18,20181218_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181218_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-26,40,8,47.64555752551102,1921.390457474161,1934.747997217346
2024-01-19,20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20240119_00494_00684_1050_NoWaves_LJShores_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,2024-01-29,41,10,47.16780892117228,776.1167799434625,798.8847413016483
2017-05-17,20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-06-13,42,27,46.68729428343412,1487.2351602218114,1495.13038185006
2017-07-28,20170728_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170728_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-08-11,43,14,46.4077809755339,1375.141025334131,1378.8203129270114
2019-02-06,20190206_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190206_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-02-15,44,9,45.16381677272064,1734.9808884044178,1756.287885599304
2018-12-26,20181226_00568_00622_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181226_00568_00622_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-02,45,7,44.0826405316889,1921.0927221728489,1931.2106046788392
2023-01-09,20230109_00567_00732_1453_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20230109_00567_00732_1453_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-23,46,14,44.013889058375426,862.3565845149569,869.6438473896123
2019-11-22,20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-02,47,10,43.319459517713646,1822.819585377816,1833.0199192501605
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,48,15,42.995185444515386,1539.0835563293658,1561.8095224015417
2025-06-16,20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-06-27,49,11,42.74220577026542,1735.494320976548,1744.5014864909465
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-19,50,12,42.3064493220897,1661.9749282547273,1676.233765528537
2017-11-06,20171106_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20171106_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-12-01,51,25,42.22918516527162,1467.9198855496943,1498.2489433824085
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,52,8,40.63719964958592,2038.5865271375517,2062.797801661305
2018-11-14,20181114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181114_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-11-21,53,7,39.97597747351452,1612.5430572996847,1634.794493257068
2025-09-05,20250905_00590_00636_0624_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250905_00590_00636_0624_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-09-15,54,10,39.858700981304416,1734.0093505382538,1753.23683788348
2025-06-16,20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-06-27,55,11,39.501246588739576,1783.2911616750062,1797.92000455549
2025-06-16,20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250616_00590_00636_0954_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-06-27,56,11,38.966495851681735,1745.5086822411977,1757.5311668217182
2025-09-30,20250930_00590_00636_2143_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250930_00590_00636_2143_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-10-08,57,8,38.156485204778136,866.4590729130432,875.4790625269525
2019-11-22,20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191122_00567_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-02,58,10,38.09453434804659,1191.03656361904,1196.5363513221964
2017-05-17,20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170517_00590_00622_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-06-13,59,27,37.734954912284536,883.6177598726936,912.07627747301
2023-06-26,20230626_00567_00684_0845_NoWaves_Torrey_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20230626_00567_00684_0845_NoWaves_Torrey_Cardiff_beach_cliff_ground_cropped_nobeach_noveg.las,2023-07-06,60,10,37.63287127385814,1393.339038261678,1397.5826455485076
2023-01-09,20230109_00567_00732_1453_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20230109_00567_00732_1453_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-23,61,14,36.432151954615165,2151.9099847008474,2163.025522318203
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,62,8,35.84436755747367,1608.7437339583412,1630.2084478749894
2020-11-18,20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20201118_00519_00636_NoWaves_Blacks_Torrey_Delmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-12-17,63,29,35.32098648531734,1073.744871783536,1113.4281273372471
2020-03-19,20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20200319_00568_00636_NoWaves_TorreyDelmar_beach_cliff_ground_cropped_nobeach_noveg.las,2020-04-08,64,20,35.038206776713835,951.5880230274053,967.6321490257978
2017-03-01,20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20170301_00590_00612_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2017-03-29,65,28,34.62659079718061,1371.0080463904887,1377.992126616649
2018-12-10,20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20181210_00568_00622_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2018-12-18,66,8,34.43825098630176,1391.4415992321449,1399.4305148180574
2019-12-07,20191207_00568_00636_2221_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191207_00568_00636_2221_NoWaves_TorreyDelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-12-14,67,7,33.614204481515245,1641.2660528165288,1648.1943161492236
2022-12-20,20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20221220_00567_00768_1053_NoWaves_TorreyExtended_beach_cliff_ground_cropped_nobeach_noveg.las,2023-01-04,68,15,33.6060744787284,0.0,20.733641611412168
2019-11-18,20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-11-26,69,8,33.56533744172715,1073.2615378629416,1084.1427924828604
2019-11-18,20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20191118_00568_00636_NoWaves_Torrey_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-11-26,70,8,32.55448982144772,165.21283083083108,184.84394026966768
2025-04-21,20250421_00590_00636_1047_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20250421_00590_00636_1047_DelMar_NoWaves_beach_cliff_ground_cropped_nobeach_noveg.las,2025-04-29,71,8,32.5103314103179,1787.802918317262,1807.290324093774
2019-01-07,20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190107_00568_00622_NoWaves_DelMar_Torrey_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-19,72,12,32.294682792027196,1623.2198437484913,1679.670835357625
2023-12-13,20231213_00519_00667_1400_NoWaves_Blacks_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20231213_00519_00667_1400_NoWaves_Blacks_Solana_beach_cliff_ground_cropped_nobeach_noveg.las,2023-12-21,73,8,31.988579061639427,496.8048928165808,537.4762703576125
2019-01-23,20190123_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,/project/group/LiDAR/LidarProcessing/LidarProcessingCliffs/results/DelMar/noveg/20190123_00590_00636_NoWaves_DelMar_beach_cliff_ground_cropped_nobeach_noveg.las,2019-01-30,74,7,31.987601999268424,1737.333884590771,1756.287885599304
